Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
68,"2023-08-03","CUST068","Male",40,"Clothing",2,50,100
69,"2023-01-06","CUST069","Male",18,"Electronics",1,50,50
70,"2023-12-06","CUST070","Female",47,"Electronics",2,25,50
71,"2023-06-30","CUST071","Female",40,"Electronics",1,300,300
72,"2023-12-12","CUST072","Male",40,"Beauty",4,25,100
73,"2023-06-27","CUST073","Male",44,"Clothing",4,100,400
74,"2023-12-24","CUST074","Male",56,"Electronics",4,25,100
75,"2023-12-29","CUST075","Female",41,"Electronics",3,300,900
76,"2023-11-03","CUST076","Female",61,"Clothing",2,25,50
77,"2023-09-22","CUST077","Female",24,"Beauty",3,50,150
78,"2023-12-22","CUST078","Female",55,"Electronics",1,300,300
79,"2023-04-03","CUST079","Male",60,"Clothing",2,500,1000
80,"2023-04-26","CUST080","Female",42,"Electronics",1,100,100
81,"2023-08-24","CUST081","Male",38,"Clothing",4,50,200
82,"2023-03-03","CUST082","Male",26,"Electronics",3,100,300
83,"2023-08-19","CUST083","Male",54,"Beauty",1,25,25
84,"2023-01-01","CUST084","Female",42,"Beauty",3,100,300
85,"2023-05-29","CUST085","Male",34,"Beauty",3,100,300
86,"2023-08-17","CUST086","Male",57,"Clothing",2,100,200
87,"2023-08-04","CUST087","Female",24,"Electronics",3,30,90
88,"2023-12-11","CUST088","Female",46,"Clothing",3,500,1500
89,"2023-09-11","CUST089","Female",60,"Clothing",4,30,120
90,"2023-04-27","CUST090","Male",41,"Electronics",1,100,100
91,"2023-12-27","CUST091","Female",63,"Beauty",4,30,120
92,"2023-05-23","CUST092","Female",31,"Electronics",3,30,90
93,"2023-05-14","CUST093","Female",26,"Clothing",4,100,400
94,"2023-11-21","CUST094","Male",58,"Clothing",3,50,150
95,"2023-08-30","CUST095","Male",37,"Beauty",1,300,300
96,"2023-04-30","CUST096","Female",23,"Clothing",2,25,50
97,"2023-09-13","CUST097","Female",51,"Beauty",2,100,200
98,"2023-05-08","CUST098","Male",39,"Electronics",1,30,30
99,"2023-11-19","CUST099","Male",62,"Clothing",1,100,100
100,"2023-10-02","CUST100","Male",37,"Clothing",1,500,500
101,"2023-03-05","CUST101","Female",58,"Beauty",3,100,300
102,"2023-12-23","CUST102","Male",49,"Clothing",4,500,2000
103,"2023-03-24","CUST103","Male",36,"Electronics",3,50,150
104,"2023-05-16","CUST104","Female",48,"Electronics",4,30,120
105,"2023-06-29","CUST105","Male",52,"Clothing",2,500,1000
106,"2023-06-06","CUST106","Female",25,"Beauty",1,50,50
107,"2023-07-12","CUST107","Female",35,"Electronics",3,50,150
108,"2023-10-01","CUST108","Female",45,"Beauty",1,500,500
109,"2023-02-13","CUST109","Male",20,"Electronics",3,25,75
110,"2023-11-16","CUST110","Female",57,"Beauty",4,50,200
111,"2023-01-08","CUST111","Female",20,"Clothing",2,50,100
112,"2023-12-18","CUST112","Male",28,"Beauty",1,300,300
113,"2023-12-23","CUST113","Male",59,"Beauty",3,100,300
114,"2023-03-19","CUST114","Female",57,"Electronics",4,30,120
115,"2023-01-04","CUST115","Male",49,"Clothing",1,100,100
116,"2023-10-17","CUST116","Female",57,"Beauty",3,50,150
117,"2023-04-11","CUST117","Male",64,"Clothing",1,25,25
118,"2023-01-15","CUST118","Male",33,"Electronics",4,300,1200
119,"2023-05-12","CUST119","Female",21,"Clothing",3,100,300
120,"2023-08-04","CUST120","Female",59,"Electronics",3,50,150
121,"2023-03-23","CUST121","Female",22,"Electronics",1,30,30
122,"2023-08-11","CUST122","Male",38,"Clothing",2,50,100
123,"2023-01-30","CUST123","Male",48,"Clothing",4,500,2000
124,"2023-10-12","CUST124","Female",39,"Clothing",2,30,60
125,"2023-12-03","CUST125","Female",61,"Electronics",1,50,50
126,"2023-04-09","CUST126","Female",55,"Clothing",3,50,150
127,"2023-01-23","CUST127","Male",52,"Clothing",2,30,60
128,"2023-04-09","CUST128","Female",19,"Electronics",1,30,30
129,"2023-10-19","CUST129","Female",52,"Clothing",2,50,100
130,"2023-08-04","CUST130","Female",54,"Electronics",3,100,300
131,"2023-05-15","CUST131","Male",64,"Beauty",2,50,100
132,"2023-09-06","CUST132","Female",26,"Clothing",4,100,400
133,"2023-11-14","CUST133","Male",45,"Clothing",2,500,1000
134,"2023-01-23","CUST134","Male",18,"Beauty",3,30,90
135,"2023-03-05","CUST135","Female",63,"Clothing",3,500,1500
136,"2023-04-08","CUST136","Male",35,"Beauty",1,300,300
137,"2023-11-22","CUST137","Female",29,"Clothing",3,30,90
138,"2023-10-18","CUST138","Male",47,"Clothing",4,50,200
139,"2023-10-26","CUST139","Female",59,"Electronics",4,30,120
140,"2023-11-03","CUST140","Female",44,"Electronics",2,50,100
141,"2023-01-17","CUST141","Female",63,"Electronics",3,100,300
142,"2023-02-01","CUST142","Male",31,"Beauty",4,100,400
143,"2023-04-22","CUST143","Female",28,"Electronics",4,100,400
144,"2023-10-03","CUST144","Female",45,"Clothing",3,50,150
145,"2023-06-23","CUST145","Female",49,"Beauty",3,300,900
146,"2023-02-19","CUST146","Female",26,"Electronics",1,100,100
147,"2023-04-12","CUST147","Female",41,"Beauty",4,50,200
148,"2023-08-15","CUST148","Male",42,"Electronics",4,30,120
149,"2023-10-29","CUST149","Male",42,"Beauty",2,30,60
150,"2023-06-18","CUST150","Female",31,"Clothing",3,300,900
151,"2023-06-30","CUST151","Male",60,"Electronics",4,50,200
152,"2023-01-22","CUST152","Male",47,"Beauty",4,500,2000
153,"2023-12-23","CUST153","Female",55,"Beauty",2,100,200
154,"2023-12-31","CUST154","Male",53,"Electronics",4,300,1200
155,"2023-08-08","CUST155","Male",35,"Clothing",1,50,50
156,"2023-09-27","CUST156","Female",49,"Beauty",4,30,120
157,"2023-02-23","CUST157","Female",62,"Electronics",2,30,60
158,"2023-09-29","CUST158","Female",33,"Beauty",3,500,1500
159,"2023-10-20","CUST159","Male",50,"Electronics",1,30,30
160,"2023-03-24","CUST160","Male",25,"Clothing",4,50,200
161,"2023-12-12","CUST161","Male",26,"Beauty",3,500,1500
162,"2023-10-31","CUST162","Female",19,"Clothing",2,25,50
163,"2023-11-15","CUST163","Female",21,"Beauty",1,30,30
164,"2023-11-25","CUST164","Female",41,"Beauty",3,30,90
165,"2023-09-09","CUST165","Female",40,"Electronics",3,25,75
166,"2023-07-06","CUST166","Male",23,"Beauty",3,500,1500
167,"2023-03-27","CUST167","Female",40,"Clothing",2,100,200
168,"2023-01-26","CUST168","Female",52,"Beauty",1,30,30
169,"2023-06-08","CUST169","Male",59,"Clothing",2,100,200
170,"2023-12-01","CUST170","Female",50,"Electronics",3,100,300
171,"2023-08-28","CUST171","Male",29,"Clothing",1,50,50
172,"2023-02-19","CUST172","Female",33,"Beauty",2,30,60
173,"2023-10-13","CUST173","Female",38,"Electronics",3,50,150
174,"2023-07-25","CUST174","Female",26,"Electronics",1,100,100
175,"2023-10-08","CUST175","Male",41,"Electronics",3,50,150
176,"2023-09-09","CUST176","Male",61,"Electronics",4,100,400
177,"2023-03-09","CUST177","Female",60,"Electronics",2,100,200
178,"2023-08-09","CUST178","Male",32,"Clothing",4,500,2000
179,"2023-01-05","CUST179","Male",61,"Beauty",1,25,25
180,"2023-04-13","CUST180","Male",58,"Clothing",1,500,500
181,"2023-08-11","CUST181","Female",40,"Electronics",3,500,1500
182,"2023-03-07","CUST182","Female",41,"Beauty",4,100,400
183,"2023-12-05","CUST183","Male",52,"Beauty",1,25,25
184,"2023-10-09","CUST184","Female",20,"Beauty",2,50,100
185,"2023-02-05","CUST185","Male",63,"Clothing",2,50,100
186,"2023-12-27","CUST186","Male",21,"Beauty",1,25,25
187,"2023-09-23","CUST187","Male",36,"Beauty",2,300,600
188,"2023-03-02","CUST188","Female",62,"Clothing",1,25,25
189,"2023-08-01","CUST189","Male",39,"Clothing",2,25,50
190,"2023-09-02","CUST190","Female",60,"Electronics",3,50,150
191,"2023-09-13","CUST191","Female",26,"Clothing",4,50,200
192,"2023-03-07","CUST192","Male",34,"Clothing",2,50,100
193,"2023-12-22","CUST193","Male",39,"Beauty",1,25,25
194,"2023-07-07","CUST194","Female",53,"Electronics",3,50,150
195,"2023-09-24","CUST195","Male",26,"Electronics",2,100,200
196,"2023-10-14","CUST196","Male",26,"Clothing",1,500,500
197,"2023-07-27","CUST197","Male",30,"Beauty",3,100,300
198,"2023-02-27","CUST198","Male",24,"Electronics",4,100,400
199,"2023-06-20","CUST199","Female",29,"Beauty",2,25,50
200,"2023-02-19","CUST200","Female",21,"Beauty",4,50,200
201,"2023-08-30","CUST201","Male",37,"Electronics",3,50,150
202,"2023-04-19","CUST202","Female",61,"Electronics",4,100,400
203,"2023-04-22","CUST203","Male",53,"Beauty",4,500,2000
204,"2023-05-06","CUST204","Male",43,"Beauty",1,300,300
205,"2023-10-05","CUST205","Female",32,"Beauty",1,30,30
206,"2023-02-04","CUST206","Female",24,"Beauty",1,30,30
207,"2023-04-05","CUST207","Female",52,"Beauty",4,100,400
208,"2023-02-18","CUST208","Male",41,"Beauty",4,100,400
209,"2023-02-01","CUST209","Female",64,"Electronics",2,300,600
210,"2023-04-25","CUST210","Female",57,"Beauty",2,300,600
211,"2023-05-07","CUST211","Female",47,"Clothing",3,300,900
212,"2023-04-28","CUST212","Female",50,"Beauty",4,100,400
213,"2023-08-06","CUST213","Male",62,"Beauty",1,300,300
214,"2023-12-27","CUST214","Male",42,"Beauty",4,500,2000
215,"2023-01-28","CUST215","Male",37,"Beauty",3,50,150
216,"2023-03-08","CUST216","Male",60,"Beauty",4,50,200
217,"2023-10-04","CUST217","Male",41,"Electronics",1,500,500
218,"2023-09-22","CUST218","Female",56,"Electronics",3,100,300
219,"2023-02-04","CUST219","Male",63,"Beauty",3,100,300
220,"2023-09-05","CUST220","Female",49,"Clothing",3,30,90
221,"2023-02-01","CUST221","Female",24,"Clothing",4,25,100
222,"2023-01-11","CUST222","Female",61,"Beauty",4,30,120
223,"2023-04-03","CUST223","Male",43,"Electronics",3,300,900
224,"2023-08-15","CUST224","Female",21,"Clothing",4,30,120
225,"2023-12-02","CUST225","Male",28,"Beauty",3,300,900
226,"2023-10-15","CUST226","Female",57,"Clothing",1,500,500
227,"2023-09-06","CUST227","Male",47,"Clothing",1,30,30
228,"2023-03-30","CUST228","Male",52,"Clothing",1,500,500
229,"2023-10-25","CUST229","Male",29,"Electronics",3,25,75
230,"2023-08-21","CUST230","Male",30,"Clothing",2,100,200
231,"2023-04-12","CUST231","Male",22,"Beauty",1,300,300
232,"2023-03-04","CUST232","Male",38,"Beauty",1,100,100
233,"2023-09-21","CUST233","Female",46,"Electronics",1,300,300
234,"2023-06-02","CUST234","Female",46,"Beauty",1,50,50
235,"2023-09-22","CUST235","Female",64,"Clothing",4,100,400
236,"2023-08-18","CUST236","Female",59,"Electronics",1,50,50
237,"2023-06-10","CUST237","Male",39,"Beauty",3,50,150
238,"2023-04-11","CUST238","Female",56,"Clothing",1,300,300
239,"2023-09-04","CUST239","Male",61,"Clothing",1,50,50
240,"2023-10-01","CUST240","Male",41,"Electronics",2,25,50
241,"2023-11-26","CUST241","Male",49,"Electronics",3,300,900
242,"2023-05-22","CUST242","Female",58,"Beauty",2,300,600
243,"2023-10-02","CUST243","Male",37,"Clothing",1,50,50
244,"2023-12-08","CUST244","Male",30,"Electronics",1,500,500
245,"2023-08-24","CUST245","Female",63,"Beauty",1,30,30
246,"2023-12-19","CUST246","Male",29,"Beauty",1,500,500
247,"2023-11-17","CUST247","Male",35,"Electronics",4,300,1200
248,"2023-10-14","CUST248","Female",44,"Clothing",2,100,200
249,"2023-05-31","CUST249","Female",52,"Electronics",3,300,900
250,"2023-08-17","CUST250","Male",44,"Beauty",1,25,25
251,"2023-03-06","CUST251","Female",23,"Electronics",2,100,200
252,"2023-06-21","CUST252","Male",58,"Beauty",4,500,2000
253,"2023-03-13","CUST253","Female",33,"Clothing",3,100,300
254,"2023-09-01","CUST254","Female",39,"Beauty",1,30,30
255,"2023-02-13","CUST255","Male",33,"Beauty",3,25,75
256,"2023-02-23","CUST256","Female",29,"Electronics",3,500,1500
257,"2023-05-12","CUST257","Female",24,"Electronics",1,25,25
258,"2023-04-17","CUST258","Female",44,"Electronics",1,30,30
259,"2023-04-09","CUST259","Male",35,"Beauty",1,30,30
260,"2023-04-20","CUST260","Male",26,"Clothing",4,300,1200
261,"2023-06-06","CUST261","Male",19,"Clothing",3,300,900
262,"2023-11-27","CUST262","Male",28,"Electronics",2,30,60
263,"2023-01-30","CUST263","Male",40,"Beauty",3,50,150
264,"2023-11-02","CUST264","Male",26,"Electronics",4,50,200
265,"2023-06-08","CUST265","Female",25,"Clothing",1,100,100
266,"2023-01-09","CUST266","Male",32,"Beauty",4,25,100
267,"2023-02-17","CUST267","Female",54,"Beauty",3,500,1500
268,"2023-07-27","CUST268","Female",47,"Beauty",3,25,75
269,"2023-05-27","CUST269","Male",63,"Beauty",3,25,75
270,"2023-08-25","CUST270","Female",44,"Beauty",3,50,150
271,"2023-12-18","CUST271","Male",53,"Clothing",1,500,500
272,"2023-05-25","CUST272","Male",43,"Beauty",2,50,100
273,"2023-12-25","CUST273","Female",43,"Electronics",1,25,25
274,"2023-02-22","CUST274","Male",42,"Electronics",2,30,60
275,"2023-01-05","CUST275","Female",31,"Electronics",2,25,50
276,"2023-06-22","CUST276","Female",24,"Electronics",3,300,900
277,"2023-05-09","CUST277","Male",18,"Electronics",1,500,500
278,"2023-02-26","CUST278","Male",44,"Beauty",4,500,2000
279,"2023-10-12","CUST279","Male",47,"Clothing",1,50,50
280,"2023-01-29","CUST280","Male",63,"Beauty",1,300,300
281,"2023-12-06","CUST281","Male",35,"Beauty",4,50,200
282,"2023-01-14","CUST282","Female",26,"Clothing",1,500,500
283,"2023-07-06","CUST283","Female",48,"Clothing",4,300,1200
284,"2023-06-24","CUST284","Female",21,"Clothing",3,100,300
285,"2023-11-04","CUST285","Male",60,"Electronics",4,25,100
286,"2023-08-27","CUST286","Male",50,"Clothing",4,50,200
287,"2023-06-09","CUST287","Female",64,"Beauty",3,300,900
288,"2023-11-26","CUST288","Female",31,"Beauty",1,100,100
289,"2023-01-15","CUST289","Male",46,"Clothing",2,25,50
290,"2023-08-19","CUST290","Female",25,"Beauty",1,30,30
291,"2023-09-23","CUST291","Female",58,"Clothing",4,25,100
292,"2023-07-24","CUST292","Female",61,"Beauty",4,500,2000
293,"2023-01-16","CUST293","Female",24,"Electronics",1,30,30
294,"2023-07-15","CUST294","Male",64,"Beauty",3,25,75
295,"2023-01-05","CUST295","Male",55,"Clothing",4,100,400
296,"2023-10-25","CUST296","Male",20,"Beauty",2,30,60
297,"2023-06-30","CUST297","Male",27,"Beauty",1,30,30
298,"2023-06-15","CUST298","Male",54,"Electronics",2,100,200
299,"2023-08-01","CUST299","Female",26,"Electronics",2,100,200
300,"2023-12-20","CUST300","Male",18,"Electronics",4,100,400
301,"2023-06-12","CUST301","Male",43,"Beauty",4,50,200
302,"2023-11-21","CUST302","Male",63,"Beauty",2,30,60
303,"2023-10-17","CUST303","Female",56,"Beauty",3,50,150
304,"2023-12-06","CUST304","Male",48,"Electronics",3,30,90
305,"2023-09-08","CUST305","Male",22,"Beauty",3,100,300
306,"2023-09-12","CUST306","Male",20,"Clothing",4,30,120
307,"2023-02-06","CUST307","Male",60,"Clothing",2,100,200
308,"2023-09-04","CUST308","Male",58,"Electronics",4,300,1200
309,"2023-07-23","CUST309","Male",37,"Beauty",4,50,200
310,"2023-04-05","CUST310","Male",22,"Beauty",3,100,300
311,"2023-01-06","CUST311","Male",52,"Clothing",3,30,90
312,"2023-04-30","CUST312","Female",57,"Clothing",1,500,500
313,"2023-01-11","CUST313","Female",22,"Clothing",1,25,25
314,"2023-10-16","CUST314","Female",62,"Electronics",3,25,75
315,"2023-04-18","CUST315","Male",53,"Clothing",2,100,200
316,"2023-07-28","CUST316","Male",35,"Electronics",2,500,1000
317,"2023-11-27","CUST317","Male",64,"Beauty",1,100,100
318,"2023-01-20","CUST318","Male",24,"Electronics",3,50,150
319,"2023-09-03","CUST319","Male",40,"Electronics",1,50,50
320,"2023-10-17","CUST320","Male",53,"Electronics",1,300,300
321,"2023-08-23","CUST321","Male",23,"Beauty",2,100,200
322,"2023-06-26","CUST322","Female",63,"Clothing",3,30,90
323,"2023-11-12","CUST323","Male",28,"Beauty",1,500,500
324,"2023-06-04","CUST324","Female",32,"Clothing",3,30,90
325,"2023-02-20","CUST325","Female",29,"Beauty",1,50,50
326,"2023-03-05","CUST326","Female",31,"Beauty",4,25,100
327,"2023-03-11","CUST327","Female",29,"Beauty",3,50,150
328,"2023-08-04","CUST328","Male",20,"Beauty",4,300,1200
329,"2023-03-18","CUST329","Male",59,"Clothing",4,30,120
330,"2023-09-16","CUST330","Male",20,"Beauty",4,300,1200
331,"2023-08-07","CUST331","Male",35,"Clothing",3,100,300
332,"2023-10-18","CUST332","Male",21,"Beauty",3,300,900
333,"2023-08-08","CUST333","Female",28,"Electronics",2,300,600
334,"2023-05-22","CUST334","Female",21,"Beauty",3,50,150
335,"2023-01-20","CUST335","Male",34,"Clothing",1,100,100
336,"2023-11-30","CUST336","Male",23,"Electronics",2,50,100
337,"2023-01-17","CUST337","Female",48,"Beauty",4,300,1200
338,"2023-03-25","CUST338","Male",24,"Beauty",2,25,50
339,"2023-04-01","CUST339","Male",39,"Clothing",1,300,300
340,"2023-11-11","CUST340","Male",59,"Beauty",2,100,200
341,"2023-03-09","CUST341","Female",39,"Electronics",3,500,1500
342,"2023-11-01","CUST342","Male",25,"Clothing",2,30,60
343,"2023-08-19","CUST343","Female",64,"Clothing",2,25,50
344,"2023-11-22","CUST344","Female",35,"Electronics",1,500,500
345,"2023-05-22","CUST345","Female",43,"Electronics",2,500,1000
346,"2023-07-21","CUST346","Male",51,"Beauty",4,100,400
347,"2023-11-24","CUST347","Male",29,"Beauty",4,50,200
348,"2023-01-19","CUST348","Male",30,"Clothing",1,50,50
349,"2023-09-03","CUST349","Male",32,"Clothing",3,500,1500
350,"2023-10-01","CUST350","Female",56,"Clothing",2,300,600
351,"2023-08-07","CUST351","Female",29,"Electronics",2,100,200
352,"2023-06-20","CUST352","Female",59,"Clothing",2,100,200
353,"2023-10-23","CUST353","Female",21,"Clothing",4,30,120
354,"2023-10-21","CUST354","Female",40,"Electronics",1,30,30
355,"2023-03-26","CUST355","Male",60,"Electronics",3,300,900
356,"2023-02-06","CUST356","Female",27,"Electronics",3,25,75
357,"2023-07-13","CUST357","Female",26,"Beauty",4,50,200
358,"2023-12-27","CUST358","Female",27,"Clothing",1,300,300
359,"2023-10-26","CUST359","Female",21,"Clothing",4,500,2000
360,"2023-04-26","CUST360","Male",25,"Clothing",1,50,50
361,"2023-09-02","CUST361","Female",59,"Beauty",2,500,1000
362,"2023-07-09","CUST362","Female",49,"Electronics",1,25,25
363,"2023-04-29","CUST363","Male",56,"Beauty",2,500,1000
364,"2023-12-24","CUST364","Male",29,"Electronics",4,30,120
365,"2023-03-13","CUST365","Female",20,"Beauty",4,25,100
366,"2023-11-03","CUST366","Male",61,"Clothing",1,100,100
367,"2023-11-24","CUST367","Male",34,"Clothing",1,100,100
368,"2023-04-30","CUST368","Male",36,"Beauty",4,30,120
369,"2023-01-29","CUST369","Male",22,"Beauty",1,300,300
370,"2023-01-04","CUST370","Male",52,"Clothing",3,300,900
371,"2023-01-18","CUST371","Female",46,"Electronics",4,500,2000
372,"2023-03-20","CUST372","Male",42,"Electronics",3,300,900
373,"2023-02-06","CUST373","Female",46,"Electronics",2,25,50
374,"2023-02-19","CUST374","Female",27,"Beauty",3,30,90
375,"2023-07-05","CUST375","Male",43,"Electronics",2,300,600
376,"2023-05-16","CUST376","Male",43,"Clothing",3,100,300
377,"2023-11-16","CUST377","Female",52,"Electronics",2,100,200
378,"2023-12-23","CUST378","Female",33,"Electronics",3,50,150
379,"2023-09-21","CUST379","Female",62,"Clothing",3,100,300
380,"2023-01-05","CUST380","Female",29,"Beauty",3,30,90
381,"2023-06-09","CUST381","Female",53,"Electronics",4,30,120
382,"2023-10-30","CUST382","Female",50,"Beauty",4,500,2000
383,"2023-08-16","CUST383","Male",27,"Clothing",3,300,900
384,"2023-01-24","CUST384","Male",37,"Clothing",2,30,60
385,"2023-02-12","CUST385","Female",34,"Clothing",4,25,100
386,"2023-04-20","CUST386","Female",38,"Clothing",3,300,900
387,"2023-11-13","CUST387","Female",21,"Beauty",4,30,120
388,"2023-03-29","CUST388","Female",60,"Clothing",4,50,200
389,"2023-10-26","CUST389","Male",61,"Beauty",1,25,25
390,"2023-09-30","CUST390","Female",62,"Electronics",1,100,100
391,"2023-04-21","CUST391","Female",21,"Clothing",3,500,1500
392,"2023-04-30","CUST392","Female",62,"Electronics",4,300,1200
393,"2023-09-03","CUST393","Male",29,"Electronics",3,50,150
394,"2023-10-07","CUST394","Male",55,"Clothing",2,50,100
395,"2023-10-24","CUST395","Male",46,"Clothing",3,50,150
396,"2023-05-21","CUST396","Female",38,"Clothing",1,25,25
397,"2023-07-11","CUST397","Female",50,"Beauty",4,50,200
398,"2023-09-09","CUST398","Male",47,"Electronics",3,30,90
399,"2023-04-27","CUST399","Female",39,"Clothing",4,500,2000
400,"2023-04-21","CUST400","Female",56,"Electronics",1,100,100
401,"2023-09-07","CUST401","Female",60,"Beauty",4,30,120
402,"2023-06-19","CUST402","Female",37,"Clothing",2,300,600
403,"2023-04-22","CUST403","Male",19,"Beauty",3,30,90
404,"2023-05-27","CUST404","Female",21,"Beauty",3,300,900
405,"2023-02-22","CUST405","Male",60,"Electronics",3,500,1500
406,"2023-11-01","CUST406","Female",59,"Beauty",3,500,1500
407,"2023-12-31","CUST407","Male",20,"Beauty",3,500,1500
408,"2023-01-30","CUST408","Female",61,"Beauty",3,500,1500
409,"2023-01-27","CUST409","Male",30,"Electronics",4,300,1200
410,"2023-05-24","CUST410","Female",22,"Clothing",3,100,300
411,"2023-03-23","CUST411","Female",48,"Clothing",4,50,200
412,"2023-10-21","CUST412","Male",24,"Beauty",2,300,600
413,"2023-07-18","CUST413","Female",37,"Clothing",2,300,600
414,"2023-02-16","CUST414","Male",41,"Clothing",3,100,300
415,"2023-04-09","CUST415","Male",45,"Electronics",4,50,200
416,"2023-10-02","CUST416","Male",48,"Clothing",2,50,100
417,"2023-07-13","CUST417","Male",36,"Clothing",2,300,600
418,"2023-04-21","CUST418","Female",27,"Beauty",4,30,120
419,"2023-12-27","CUST419","Male",62,"Beauty",2,50,100
420,"2023-10-16","CUST420","Female",56,"Beauty",1,50,50
421,"2023-08-29","CUST421","Male",48,"Clothing",3,30,90
422,"2023-03-03","CUST422","Female",20,"Beauty",4,500,2000
423,"2023-12-21","CUST423","Female",55,"Electronics",1,100,100
424,"2023-01-29","CUST424","Male",54,"Clothing",4,100,400
425,"2023-06-16","CUST425","Male",30,"Electronics",1,500,500
426,"2023-05-20","CUST426","Female",54,"Beauty",4,30,120
427,"2023-07-01","CUST427","Male",27,"Beauty",1,25,25
428,"2023-02-07","CUST428","Female",52,"Electronics",3,50,150
429,"2023-10-01","CUST429","Female",43,"Beauty",1,50,50
430,"2023-06-07","CUST430","Male",21,"Clothing",1,25,25
431,"2023-11-06","CUST431","Female",55,"Clothing",1,500,500
432,"2023-06-02","CUST432","Male",55,"Clothing",3,300,900
